Sample Number,Habit,Species Name,First_Value,Second_Value,Notes
37,Shrubs,Pinus lambertiana,2,2,
37,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
37,Shrubs,Quercus chrysolepis,5,3,
37,Shrubs,Rosa gymnocarpa,31,13,
37,Shrubs,Toxicodendron diversilobum,46,14,
38,Herbs,Achlys triphylla,257,18,
38,Herbs,Adenocaulon bicolor,12,5,
38,Herbs,Apocynum androsaemifolium,9,7,
38,Herbs,Campanula prenanthoides,4,3,
38,Herbs,Chimaphila umbellata,2,1,"""C. umbellata occidentalis"""
38,Herbs,Galium triflorum,1,1,
38,Herbs,Goodyera oblongifolia,6,4,
38,Herbs,Pteridium aquilinum var. pubescens,0.001,0,
38,Herbs,Trientalis latifolia,2,1,
38,Herbs,Viola sempervirens,1,1,
38,Herbs,Whipplea modesta,14,4,
38,Shrubs,Berberis nervosa,38,8,
38,Shrubs,Lithocarpus densiflorus,16,10,
38,Shrubs,Quercus chrysolepis,1,1,
38,Shrubs,Rosa gymnocarpa,9,6,
38,Shrubs,Toxicodendron diversilobum,24,10,
39,Herbs,Achlys triphylla,4,2,
39,Herbs,Apocynum androsaemifolium,1,1,
39,Herbs,Goodyera oblongifolia,5,4,
39,Herbs,Phlox adsurgens,2,1,
39,Herbs,Polystichum munitum,1,1,
39,Herbs,Prosartes hookeri,10,8,
39,Herbs,Pteridium aquilinum var. pubescens,2,2,
39,Herbs,Smilacina sp.,2,2,
39,Herbs,Trientalis latifolia,29,9,
39,Herbs,Trillium ovatum,3,3,
39,Herbs,UNK #1,7,3,
39,Herbs,UNK Grasses,8,4,
39,Herbs,Whipplea modesta,35,10,
39,Shrubs,Acer circinatum,2,2,
39,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,2,2,
39,Shrubs,Berberis nervosa,28,10,
39,Shrubs,Corylus cornuta,5,5,
39,Shrubs,Holodiscus discolor,0.001,0,
39,Shrubs,Lithocarpus densiflorus,8,7,
39,Shrubs,Quercus chrysolepis,7,7,
39,Shrubs,Rosa gymnocarpa,10,7,
39,Shrubs,Rubus ursinus,2,2,
39,Shrubs,Taxus brevifolia,2,2,
40,Herbs,Asarum hartwegii,1,7,
40,Herbs,Campanula scouleri,156,7,
40,Herbs,Chimaphila umbellata,1,1,
40,Herbs,Collomia heterophylla,9,3,
40,Herbs,Corallorhiza striata,0.001,0,
40,Herbs,Fragaria vesca,15,9,
40,Herbs,Hieracium albiflorum,10,3,
40,Herbs,Moehringia macrophylla,36,9,
40,Herbs,Phlox adsurgens,62,18,
40,Herbs,Pyrola picta,3,3,
40,Herbs,Symphoricarpos sp.,69,18,
40,Herbs,Trientalis latifolia,8,3,
40,Herbs,UNK Grass,3,3,
40,Herbs,Viola sheltonii,1,1,
40,Herbs,Whipplea modesta,6,2,
40,Shrubs,Abies concolor,2,1,
40,Shrubs,Holodiscus discolor,5,5,
40,Shrubs,Rosa gymnocarpa,17,12,
40,Shrubs,Toxicodendron diversilobum,2,1,
41,Herbs,Achlys triphylla,374,24,
41,Herbs,Aconitum columbianum,37,16,
41,Herbs,Adenocaulon bicolor,6,5,
41,Herbs,Anemone deltoidea,132,0,
41,Herbs,Asarum hartwegii,6,2,
41,Herbs,Campanula scouleri,100,5,
41,Herbs,Claytonia sibirica,115,6,
41,Herbs,Fragaria vesca,2,1,
41,Herbs,Galium triflorum,1,1,
41,Herbs,Heracleum lanatum,2,2,
41,Herbs,Hieracium albiflorum,6,3,
41,Herbs,Hydrophyllum occidentale,18,9,
41,Herbs,Melica subulata,0.001,0,
41,Herbs,Moehringia macrophylla,3,1,
41,Herbs,Osmorhiza berteroi,10,5,
41,Herbs,Packera bolanderi,0.001,0,
41,Herbs,Phacelia corymbosa,1,1,
41,Herbs,Phlox adsurgens,1,1,
41,Herbs,Polygonum phytolaccifolium,8,3,
41,Herbs,Ranunculus uncinatus,0.001,0,
41,Herbs,Smilacina stellata,35,13,
41,Herbs,Trientalis latifolia,72,8,
41,Herbs,Trillium ovatum,7,6,
41,Herbs,UNK Grass,54,18,
41,Herbs,Valeriana sitchensis,0.001,0,
41,Herbs,Vancouveria hexandra,36,8,
41,Herbs,Vicia americana,27,11,
41,Herbs,Viola glabella,8,2,
41,Shrubs,Quercus chrysolepis,0.001,0,
41,Shrubs,Quercus garryana var. breweri,0.001,0,
41,Shrubs,Ribes marshallii,16,9,
41,Shrubs,Rubus parviflorus,1,1,
42,Herbs,Achlys triphylla,98,15,
42,Herbs,Adenocaulon bicolor,2,2,
42,Herbs,Asarum hartwegii,3,2,
42,Herbs,Campanula scouleri,7,2,
42,Herbs,Chimaphila umbellata,47,14,
42,Herbs,Clintonia uniflora,22,8,
42,Herbs,Corallorhiza sp.,2,1,
42,Herbs,Festuca occidentalis,0.001,0,
42,Herbs,Fragaria vesca,1,1,
42,Herbs,Goodyera oblongifolia,4,3,
42,Herbs,Hieracium albiflorum,2,1,
42,Herbs,Lathyrus polyphyllus,14,6,
42,Herbs,Linnaea borealis var. longiflora,16,7,
42,Herbs,Phlox adsurgens,14,9,
42,Herbs,Prosartes hookeri,8,4,
42,Herbs,Symphoricarpos albus var. laevigatus,1,1,
42,Herbs,Trientalis latifolia,13,7,
42,Herbs,UNK Grasses,1,1,
42,Herbs,Viola sempervirens,61,15,
42,Herbs,Whipplea modesta,6,2,
42,Shrubs,Abies concolor,1,1,
42,Shrubs,Berberis nervosa,33,16,
42,Shrubs,Chrysolepis chrysophylla var. chrysophylla,1,1,
42,Shrubs,Corylus cornuta,1,1,
42,Shrubs,Cupressus lawsoniana,1,1,
42,Shrubs,Gaultheria shallon,17,5,
42,Shrubs,Rhododendron macrophyllum,1,1,
42,Shrubs,Rosa gymnocarpa,1,1,
42,Shrubs,Rubus ursinus,4,4,
42,Shrubs,Taxus brevifolia,1,1,
42,Shrubs,Vaccinium parvifolium,4,4,
43,Herbs,Achlys triphylla,15,4,
43,Herbs,Adenocaulon bicolor,3,2,
43,Herbs,Boykinia occidentalis,1,1,
43,Herbs,Chimaphila menziesii,3,2,
43,Herbs,Chimaphila umbellata,19,10,
43,Herbs,Linnaea borealis var. longiflora,19,11,
43,Herbs,Phlox adsurgens,2,2,
43,Herbs,Pleuricospora fimbriolata,7,0,
43,Herbs,Polystichum munitum,1,1,
43,Herbs,Pyrola asarifolia ssp. bracteata,0.001,0,
43,Herbs,Tiarella trifoliata ssp. unifoliata,18,7,
43,Herbs,Trientalis latifolia,1,1,
43,Herbs,Trillium ovatum,3,3,
43,Herbs,UNK #1,4,1,
43,Herbs,Veronica americana,0.001,0,
43,Herbs,Viola sempervirens,15,4,
43,Shrubs,Acer circinatum,1,1,
43,Shrubs,Berberis nervosa,44,21,
43,Shrubs,Chrysolepis chrysophylla var. chrysophylla,1,1,
43,Shrubs,Cupressus lawsoniana,1,1,
43,Shrubs,Gaultheria shallon,82,24,
43,Shrubs,Rhododendron macrophyllum,1,1,
43,Shrubs,Rubus ursinus,17,13,
43,Shrubs,Taxus brevifolia,1,1,
43,Shrubs,Vaccinium parvifolium,5,5,
44,Herbs,Achlys triphylla,273,22,
44,Herbs,Adenocaulon bicolor,10,7,
44,Herbs,Apocynum androsaemifolium,1,1,
44,Herbs,Asarum hartwegii,1,1,
44,Herbs,Cephalanthera austiniae,0.001,0,
44,Herbs,Chimaphila menziesii,7,3,
44,Herbs,Chimaphila umbellata,22,9,
44,Herbs,Corallorhiza sp.,1,1,
44,Herbs,Festuca occidentalis,0.001,0,
44,Herbs,Galium triflorum,2,2,
44,Herbs,Goodyera oblongifolia,5,2,
44,Herbs,Hieracium albiflorum,3,1,
44,Herbs,Linnaea borealis var. longiflora,1,1,
44,Herbs,Phlox adsurgens,22,12,
44,Herbs,Prosartes hookeri,5,3,
44,Herbs,Trillium ovatum,2,2,
44,Herbs,UNK #1,3,3,
44,Herbs,UNK Grasses,5,4,
44,Herbs,Vancouveria hexandra,1,1,
44,Herbs,Viola sempervirens,120,20,
44,Herbs,Whipplea modesta,4,2,
44,Shrubs,Abies concolor,2,2,
44,Shrubs,Berberis nervosa,10,6,
44,Shrubs,Rosa gymnocarpa,6,5,
44,Shrubs,Rubus ursinus,4,3,
45,Herbs,Achlys triphylla,196,20,
45,Herbs,Adenocaulon bicolor,11,5,
45,Herbs,Apocynum androsaemifolium,5,3,
45,Herbs,Campanula scouleri,4,1,
45,Herbs,Chimaphila menziesii,5,4,
45,Herbs,Chimaphila umbellata,59,16,
45,Herbs,Collomia heterophylla,16,2,
45,Herbs,Festuca subuliflora,0.001,0,
45,Herbs,Fragaria vesca,1,1,
45,Herbs,Hieracium albiflorum,6,3,
45,Herbs,Lathyrus polyphyllus,0.001,0,
45,Herbs,Linnaea borealis var. longiflora,2,1,
45,Herbs,Packera bolanderi,3,2,
45,Herbs,Phlox adsurgens,16,10,
45,Herbs,Prosartes hookeri,2,1,
45,Herbs,Pteridium aquilinum var. latiusculum,12,8,
45,Herbs,Smilacina sp.,1,1,
45,Herbs,UNK Grasses,23,9,
45,Herbs,Viola sempervirens,18,6,
45,Shrubs,Abies concolor,1,1,
45,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
45,Shrubs,Corylus cornuta,1,1,
45,Shrubs,Rosa gymnocarpa,7,7,
45,Shrubs,Rubus ursinus,8,7,
46,Herbs,Apocynum androsaemifolium,3,2,
46,Herbs,Chimaphila menziesii,7,6,
46,Herbs,Chimaphila umbellata,5,3,
46,Herbs,Corallorhiza sp.,1,1,
46,Herbs,Fragaria vesca,11,8,
46,Herbs,Galium triflorum,1,1,
46,Herbs,Hieracium albiflorum,1,1,
46,Herbs,Phlox adsurgens,6,2,
46,Herbs,Prosartes hookeri,1,1,
46,Herbs,Pteridium aquilinum var. pubescens,23,14,
46,Herbs,Trientalis latifolia,3,2,
46,Shrubs,Chrysolepis chrysophylla var. chrysophylla,7,5,
46,Shrubs,Lithocarpus densiflorus,4,2,
46,Shrubs,Rosa gymnocarpa,2,2,
46,Shrubs,Rubus ursinus,7,7,
47,Herbs,Achlys triphylla,87,11,
47,Herbs,Adenocaulon bicolor,75,17,
47,Herbs,Chimaphila menziesii,9,6,
47,Herbs,Chimaphila umbellata,4,1,
47,Herbs,Festuca subuliflora,0.001,0,
47,Herbs,Galium triflorum,30,11,
47,Herbs,Goodyera oblongifolia,2,1,
47,Herbs,Hieracium albiflorum,15,8,
47,Herbs,Phlox adsurgens,14,6,
47,Herbs,Pteridium aquilinum var. latiusculum,2,2,
47,Herbs,UNK Grasses,40,14,
47,Shrubs,Lithocarpus densiflorus,1,0,
47,Shrubs,Rosa gymnocarpa,4,2,
47,Shrubs,Rubus ursinus,3,3,
48,Herbs,Achlys triphylla,294,25,
48,Herbs,Adenocaulon bicolor,9,4,
48,Herbs,Campanula sp.,97,14,
48,Herbs,Chimaphila menziesii,4,2,
48,Herbs,Chimaphila umbellata,12,5,
48,Herbs,Collomia heterophylla,13,2,
48,Herbs,Festuca subuliflora,0.001,0,
48,Herbs,Galium triflorum,8,5,
48,Herbs,Goodyera oblongifolia,1,1,
48,Herbs,Hieracium albiflorum,23,7,
48,Herbs,Linnaea borealis var. longiflora,4,1,
48,Herbs,Phlox adsurgens,25,11,
48,Herbs,Prosartes hookeri,2,2,
48,Herbs,Pteridium aquilinum var. pubescens,2,2,
48,Herbs,UNK Grasses,25,10,
48,Herbs,Vancouveria hexandra,4,1,
48,Herbs,Viola sempervirens,39,11,
48,Herbs,Whipplea modesta,15,3,
48,Shrubs,Berberis nervosa,20,12,
48,Shrubs,Gaultheria shallon,4,4,
48,Shrubs,Rosa gymnocarpa,6,5,
48,Shrubs,Rubus ursinus,1,1,
49,Herbs,Achlys triphylla,8,4,
49,Herbs,Adenocaulon bicolor,2,1,
49,Herbs,Anemone deltoidea,2,2,
49,Herbs,Campanula scouleri,2,1,
49,Herbs,Hieracium albiflorum,2,1,
49,Herbs,Linnaea borealis var. longiflora,15,7,
49,Herbs,Lonicera hispidula var. vacillans,4,3,
49,Herbs,Polystichum munitum,4,4,
49,Herbs,Prosartes hookeri,1,1,
49,Herbs,Pteridium aquilinum var. pubescens,4,3,
49,Herbs,Smilacina sp.,6,6,
49,Herbs,Trillium ovatum,5,4,
49,Herbs,Vancouveria hexandra,4,3,
49,Herbs,Viola sempervirens,20,8,
49,Herbs,Whipplea modesta,1,1,
49,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,5,3,
49,Shrubs,Berberis nervosa,30,14,
49,Shrubs,Chrysolepis chrysophylla var. chrysophylla,3,3,
49,Shrubs,Gaultheria shallon,111,25,
49,Shrubs,Lithocarpus densiflorus,7,7,
49,Shrubs,Rosa gymnocarpa,13,9,
49,Shrubs,Rubus parviflorus,3,3,
49,Shrubs,Toxicodendron diversilobum,2,1,
49,Shrubs,Vaccinium parvifolium,1,1,
50,Herbs,Achlys triphylla,29,9,
50,Herbs,Bromus suksdorfii,0.001,0,
50,Herbs,Campanula scouleri,6,2,
50,Herbs,Chimaphila umbellata,1,1,
50,Herbs,Clintonia uniflora,2,1,
50,Herbs,Festuca occidentalis,0.001,0,
50,Herbs,Galium triflorum,4,3,
50,Herbs,Hieracium albiflorum,3,3,
50,Herbs,Lathyrus sp.,3,3,
50,Herbs,Linnaea borealis var. longiflora,32,15,
50,Herbs,Phlox adsurgens,1,1,
50,Herbs,Polystichum munitum,6,4,
50,Herbs,Prosartes hookeri,6,4,
50,Herbs,Pteridium aquilinum var. pubescens,2,2,
50,Herbs,Smilacina racemosa,0.001,0,
50,Herbs,Trillium ovatum,3,2,
50,Herbs,UNK Grasses,10,4,
50,Herbs,Vancouveria hexandra,18,5,
50,Herbs,Viola sempervirens,3,3,
50,Herbs,Whipplea modesta,15,4,
50,Shrubs,Berberis nervosa,43,11,
50,Shrubs,Corylus cornuta,3,3,
50,Shrubs,Holodiscus discolor,0.001,0,
50,Shrubs,Lithocarpus densiflorus,10,7,
50,Shrubs,Rosa gymnocarpa,9,8,
50,Shrubs,Rubus parviflorus,4,3,
50,Shrubs,Rubus ursinus,20,13,
50,Shrubs,Taxus brevifolia,2,2,
50,Shrubs,Toxicodendron diversilobum,9,7,
51,Herbs,Achlys triphylla,49,13,
51,Herbs,Apocynum androsaemifolium,4,3,
51,Herbs,Campanula scouleri,1,1,
51,Herbs,Chimaphila umbellata,8,3,
51,Herbs,Goodyera oblongifolia,13,6,
51,Herbs,Hieracium albiflorum,19,9,
51,Herbs,Linnaea borealis var. longiflora,27,8,
51,Herbs,Lonicera hispidula var. vacillans,7,4,
51,Herbs,Madia madioides,4,2,"Whittaker used Anisocarpus madioides, but Fred Hrusa says this is incredibly unlikely and should be Madia madioides.  We changed names."
51,Herbs,Packera bolanderi,21,12,
51,Herbs,Phlox adsurgens,2,1,
51,Herbs,Polystichum munitum,1,1,
51,Herbs,Trientalis latifolia,9,4,
51,Herbs,UNK Grasses,1,1,
51,Herbs,Whipplea modesta,47,9,
51,Shrubs,Berberis nervosa,3,3,
51,Shrubs,Corylus cornuta,3,3,
51,Shrubs,Lithocarpus densiflorus,5,5,
51,Shrubs,Quercus chrysolepis,9,5,
51,Shrubs,Rosa gymnocarpa,4,4,
51,Shrubs,Taxus brevifolia,3,1,
51,Shrubs,Toxicodendron diversilobum,20,8,
52,Herbs,Achlys triphylla,29,6,
52,Herbs,Adenocaulon bicolor,6,1,
52,Herbs,Apocynum androsaemifolium,8,5,
52,Herbs,Campanula prenanthoides,32,4,
52,Herbs,Collomia heterophylla,33,4,
52,Herbs,Hieracium albiflorum,38,14,
52,Herbs,Lonicera hispidula var. vacillans,6,1,
52,Herbs,Madia madioides,44,8,"Whittaker used Anisocarpus madioides, but Fred Hrusa says this is incredibly unlikely and should be Madia madioides.  We changed names."
52,Herbs,Pteridium aquilinum var. pubescens,11,6,
52,Herbs,Rupertia physodes,14,5,
52,Herbs,Trientalis latifolia,55,8,
52,Herbs,UNK #2,1,1,
52,Herbs,UNK Grasses,17,8,
52,Shrubs,Berberis nervosa,11,13,
52,Shrubs,Chrysolepis chrysophylla,3,1,
52,Shrubs,Corylus cornuta,1,1,
52,Shrubs,Lithocarpus densiflorus,5,4,
52,Shrubs,Pseudotsuga menziesii var. menziesii,3,3,
52,Shrubs,Quercus chrysolepis,5,3,
52,Shrubs,Rosa gymnocarpa,20,8,
52,Shrubs,Rubus ursinus,1,1,
52,Shrubs,Toxicodendron diversilobum,24,8,
53,Herbs,Achlys triphylla,11,2,
53,Herbs,Apocynum androsaemifolium,9,5,
53,Herbs,Campanula prenanthoides,5,2,
53,Herbs,Festuca rubra,0.001,0,
53,Herbs,Hieracium albiflorum,3,3,
53,Herbs,Lathyrus sp.,3,1,
53,Herbs,Lonicera hispidula var. vacillans,4,4,
53,Herbs,Lupinus albicaulis,23,11,
53,Herbs,Madia madioides,3,2,"Whittaker used Anisocarpus madioides, but Fred Hrusa says this is incredibly unlikely and should be Madia madioides.  We changed names."
53,Herbs,Melica harfordii,0.001,0,
53,Herbs,Polystichum munitum,1,1,
53,Herbs,Prosartes hookeri,1,1,
53,Herbs,Pteridium aquilinum var. pubescens,41,12,
53,Herbs,Symphoricarpos mollis,7,7,
53,Herbs,Trientalis latifolia,28,5,
53,Herbs,Trisetum canescens,0.001,0,
53,Herbs,UNK Grasses,1,1,
53,Herbs,Viola sempervirens,1,1,
53,Herbs,Whipplea modesta,13,4,
53,Shrubs,Berberis aquifolium var. repens,1,1,
53,Shrubs,Lithocarpus densiflorus,9,8,
53,Shrubs,Pseudotsuga menziesii var. menziesii,4,4,
53,Shrubs,Quercus chrysolepis,2,2,
53,Shrubs,Rosa gymnocarpa,13,8,
53,Shrubs,Rubus parviflorus,1,1,
53,Shrubs,Rubus ursinus,3,3,
53,Shrubs,Toxicodendron diversilobum,43,16,
54,Herbs,Achlys triphylla,1,1,
54,Herbs,Chimaphila menziesii,4,2,
54,Herbs,Chimaphila umbellata,28,11,
54,Herbs,Coptis laciniata,14,9,
54,Herbs,Cornus canadensis,6,2,
54,Herbs,Linnaea borealis var. longiflora,43,17,
54,Herbs,Listera caurina,0.001,0,
54,Herbs,Lupinus latifolius var. columbianus,0.001,0,
54,Herbs,Melica harfordii,0.001,0,
54,Herbs,Rupertia physodes,0.001,0,
54,Herbs,Tiarella trifoliata ssp. unifoliata,8,3,
54,Herbs,Trientalis latifolia,8,4,
54,Herbs,Trillium ovatum,20,12,
54,Herbs,Viola sempervirens,35,16,
54,Shrubs,Abies concolor,1,1,
54,Shrubs,Arctostaphylos stanfordiana,0.001,0,
54,Shrubs,Berberis nervosa,26,13,
54,Shrubs,Ceanothus integerrimus,0.001,0,
54,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
54,Shrubs,Gaultheria shallon,22,11,
54,Shrubs,Rhododendron macrophyllum,5,2,
54,Shrubs,Rubus nivalis,15,8,
54,Shrubs,Rubus ursinus,5,5,
54,Shrubs,Vaccinium parvifolium,4,4,
55,Herbs,Achlys triphylla,3,2,
55,Herbs,Asarum hartwegii,1,1,
55,Herbs,Campanula scouleri,34,4,
55,Herbs,Chimaphila umbellata,49,24,
55,Herbs,Clintonia uniflora,2,1,
55,Herbs,Cornus nuttallii,1,0,
55,Herbs,Hieracium albiflorum,1,1,
55,Herbs,Linnaea borealis var. longiflora,6,4,
55,Herbs,Phlox adsurgens,6,4,
55,Herbs,Polystichum munitum,3,1,
55,Herbs,Tiarella trifoliata ssp. unifoliata,7,2,
55,Herbs,Trientalis latifolia,2,1,
55,Herbs,Trillium ovatum,1,1,
55,Herbs,Viola sempervirens,6,3,
55,Shrubs,Abies concolor,1,1,
55,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,1,1,
55,Shrubs,Berberis nervosa,70,22,
55,Shrubs,Chrysolepis chrysophylla var. chrysophylla,5,5,
55,Shrubs,Gaultheria shallon,42,17,
55,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
55,Shrubs,Quercus sadleriana,11,7,
55,Shrubs,Rhododendron macrophyllum,16,12,
55,Shrubs,Rosa gymnocarpa,10,5,
55,Shrubs,Rubus ursinus,4,4,
55,Shrubs,Vaccinium parvifolium,1,1,
56,Herbs,Achlys triphylla,2,2,
56,Herbs,Anemone deltoidea,8,3,
56,Herbs,Aralia californica,2,1,
56,Herbs,Carex bolanderi,5,5,
56,Herbs,Chimaphila menziesii,4,2,
56,Herbs,Chimaphila umbellata,25,12,
56,Herbs,Linnaea borealis var. longiflora,31,14,
56,Herbs,Listera cordata,8,1,
56,Herbs,Osmorhiza occidentalis,9,2,
56,Herbs,Prosartes hookeri,1,1,
56,Herbs,Quercus chrysolepis,2,2,
56,Herbs,Smilacina sp.,2,1,
56,Herbs,Tiarella trifoliata ssp. unifoliata,27,10,
56,Herbs,Trientalis latifolia,3,1,
56,Herbs,Trillium ovatum,6,3,
56,Herbs,Viola sempervirens,4,1,
56,Shrubs,Berberis nervosa,3,2,
56,Shrubs,Chrysolepis chrysophylla var. chrysophylla,4,4,
56,Shrubs,Gaultheria shallon,33,7,
56,Shrubs,Quercus sadleriana,2,2,
56,Shrubs,Rhododendron macrophyllum,7,4,
56,Shrubs,Rosa gymnocarpa,1,1,
56,Shrubs,Rubus ursinus,1,1,
56,Shrubs,Vaccinium parvifolium,17,12,
57,Herbs,Achlys triphylla,43,2,
57,Herbs,Allotropa virgata,1,1,
57,Herbs,Chimaphila menziesii,3,3,
57,Herbs,Chimaphila umbellata,54,19,
57,Herbs,Goodyera oblongifolia,3,1,
57,Herbs,Linnaea borealis var. longiflora,36,14,
57,Herbs,Listera caurina,1,1,
57,Herbs,Trillium ovatum,8,6,
57,Herbs,Viola sempervirens,3,2,
57,Shrubs,Berberis nervosa,7,3,
57,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,1,
57,Shrubs,Gaultheria shallon,80,25,
57,Shrubs,Paxistima myrsinites,5,4,
57,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
57,Shrubs,Quercus sadleriana,12,9,
57,Shrubs,Rhododendron macrophyllum,12,10,
57,Shrubs,Rosa gymnocarpa,2,2,
57,Shrubs,Vaccinium membranaceum,1,1,
57,Shrubs,Vaccinium parvifolium,5,3,
58,Herbs,Chimaphila menziesii,4,2,
58,Herbs,Chimaphila umbellata,8,4,
58,Herbs,Goodyera oblongifolia,6,3,
58,Herbs,Linnaea borealis var. longiflora,19,9,
58,Herbs,Tiarella trifoliata ssp. unifoliata,1,1,
58,Herbs,Trientalis latifolia,18,5,
58,Herbs,Trillium ovatum,6,5,
58,Herbs,UNK Grass,3,2,
58,Herbs,Viola sempervirens,4,4,
58,Herbs,Whipplea modesta,2,1,
58,Shrubs,Berberis nervosa,33,18,
58,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
58,Shrubs,Gaultheria shallon,71,20,
58,Shrubs,Paxistima myrsinites,2,1,
58,Shrubs,Quercus sadleriana,2,1,
58,Shrubs,Rhododendron macrophyllum,13,11,
58,Shrubs,Rosa gymnocarpa,1,1,
58,Shrubs,Rubus ursinus,2,2,
58,Shrubs,Vaccinium parvifolium,2,2,
59,Herbs,Achlys triphylla,94,14,
59,Herbs,Adenocaulon bicolor,32,7,
59,Herbs,Anemone deltoidea,28,12,
59,Herbs,Chimaphila menziesii,2,1,
59,Herbs,Chimaphila umbellata,49,15,
59,Herbs,Clintonia uniflora,22,8,
59,Herbs,Corallorhiza sp.,2,1,
59,Herbs,Fragaria vesca,1,1,
59,Herbs,Galium triflorum,12,5,
59,Herbs,Goodyera oblongifolia,2,2,
59,Herbs,Linnaea borealis var. longiflora,22,9,
59,Herbs,Osmorhiza berteroi,2,2,
59,Herbs,Phlox adsurgens,5,2,
59,Herbs,Pteridium aquilinum var. pubescens,2,2,
59,Herbs,Pyrola asarifolia ssp. bracteata,5,2,
59,Herbs,Smilacina stellata,23,11,
59,Herbs,Tiarella trifoliata ssp. unifoliata,2,1,
59,Herbs,Trillium ovatum,1,1,
59,Herbs,Vancouveria hexandra,6,1,
59,Herbs,Viola sempervirens,16,7,
59,Shrubs,Berberis nervosa,29,10,
59,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
59,Shrubs,Gaultheria shallon,9,5,
59,Shrubs,Paxistima myrsinites,0.001,0,
59,Shrubs,Quercus sadleriana,1,1,
59,Shrubs,Rhododendron macrophyllum,14,10,
59,Shrubs,Rubus ursinus,33,22,
60,Herbs,Achlys triphylla,140,12,
60,Herbs,Adenocaulon bicolor,241,25,
60,Herbs,Festuca occidentalis,0.001,0,
60,Herbs,Festuca subuliflora,0.001,0,
60,Herbs,Galium triflorum,31,16,
60,Herbs,Goodyera oblongifolia,6,3,
60,Herbs,Hieracium albiflorum,84,15,
60,Herbs,Phlox adsurgens,29,5,
60,Herbs,Tiarella trifoliata ssp. unifoliata,104,10,
60,Herbs,Trientalis latifolia,6,1,
60,Herbs,UNK #2,18,2,
60,Herbs,UNK Grass,63,18,
60,Herbs,Viola glabella,27,0,
60,Shrubs,Abies concolor,5,5,
60,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,1,1,
60,Shrubs,Berberis nervosa,6,3,
60,Shrubs,Rubus ursinus,6,4,
61,Herbs,Achlys triphylla,2,2,
61,Herbs,Adenocaulon bicolor,92,10,
61,Herbs,Anemone deltoidea,35,7,
61,Herbs,Apocynum androsaemifolium,3,3,
61,Herbs,Campanula sp.,70,3,
61,Herbs,Chimaphila menziesii,19,8,
61,Herbs,Chimaphila umbellata,37,8,
61,Herbs,Corallorhiza sp.,2,2,
61,Herbs,Festuca occidentalis,0.001,0,
61,Herbs,Festuca subuliflora,0.001,0,
61,Herbs,Galium triflorum,9,4,
61,Herbs,Goodyera oblongifolia,19,10,
61,Herbs,Hieracium albiflorum,12,5,
61,Herbs,Phlox adsurgens,7,4,
61,Herbs,Prosartes hookeri,3,1,
61,Herbs,Pteridium aquilinum var. pubescens,1,1,
61,Herbs,UNK #2,3,3,
61,Herbs,UNK Grass,29,4,
61,Herbs,Whipplea modesta,8,2,
61,Shrubs,Abies concolor,10,7,
61,Shrubs,Berberis nervosa,4,2,
61,Shrubs,Paxistima myrsinites,2,1,
61,Shrubs,Rosa gymnocarpa,1,1,
61,Shrubs,Rubus ursinus,1,1,
62,Herbs,Anemone deltoidea,2,1,
62,Herbs,Apocynum androsaemifolium,5,3,
62,Herbs,Boschniakia strobilacea,2,2,"Whittaker called this Boschniakia hookeri, but Kosloff says that this spp. Is only found along the coast, so we changed them to match B. strobilacea"
62,Herbs,Chimaphila umbellata,5,2,
62,Herbs,Galium triflorum,1,1,
62,Herbs,Goodyera oblongifolia,3,2,
62,Herbs,Hieracium albiflorum,3,1,
62,Herbs,Phlox adsurgens,18,10,
62,Herbs,Trientalis latifolia,38,11,
62,Herbs,Whipplea modesta,14,4,
62,Shrubs,Abies concolor,2,2,
62,Shrubs,Berberis nervosa,15,4,
62,Shrubs,Chrysolepis chrysophylla var. chrysophylla,3,3,
62,Shrubs,Holodiscus discolor,1,1,
62,Shrubs,Paxistima myrsinites,9,5,
62,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
62,Shrubs,Rosa gymnocarpa,1,1,
62,Shrubs,Rubus ursinus,16,11,
63,Herbs,Achlys triphylla,32,11,
63,Herbs,Adenocaulon bicolor,6,2,
63,Herbs,Apocynum androsaemifolium,1,1,
63,Herbs,Chimaphila menziesii,2,1,
63,Herbs,Chimaphila umbellata,13,4,
63,Herbs,Clintonia uniflora,2,1,
63,Herbs,Goodyera oblongifolia,2,1,
63,Herbs,Linnaea borealis var. longiflora,10,4,
63,Herbs,Osmorhiza berteroi,2,1,
63,Herbs,Prosartes hookeri,7,6,
63,Herbs,Tiarella trifoliata ssp. unifoliata,22,7,
63,Herbs,Trientalis latifolia,34,6,
63,Herbs,Trillium ovatum,5,5,
